"행정구역별(시도)","가구주의 연령별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년",
"대구광역시","75~79세","1인","","21021","19737","18428","17764","17391","17313","17036","16558","15594","14273","13434","12330","11698","11210","10727","10092","9131","8336","7701","6988","6390","5942","5465","4989","4579","4222",
"대구광역시","75~79세","2인","","25982","24091","22204","20905","20634","20819","20448","19637","18128","16573","15426","14265","13175","12239","11333","10272","8986","8154","7481","6727","6081","5749","5349","4935","4587","4293",
"대구광역시","75~79세","3인","","6200","5830","5458","5283","5485","5763","5927","5857","5456","4901","4496","4484","3998","3559","3133","2664","2603","2378","2198","1990","1816","1532","1441","1338","1252","1186",
"대구광역시","75~79세","4인","","1368","1335","1303","1295","1406","1630","1790","1792","1745","1644","1578","1501","1375","1264","1154","1026","981","913","860","795","746","672","629","582","543","511",
"대구광역시","75~79세","5인이상","","587","614","645","714","831","993","1221","1364","1427","1408","1428","1419","1362","1317","1277","1176","1050","1009","984","946","921","983","955","923","902","892",
"대구광역시","80~84세","계","","38743","38532","38326","35208","31830","29659","27704","25344","23484","21655","19491","17517","15752","14222","12590","11441","10405","9294","8297","7372","6689","6172","5502","4983","4507","4064",
"대구광역시","80~84세","1인","","16890","16896","16909","16017","14473","13275","12176","11079","10204","9429","8561","7857","7192","6625","6009","5633","5010","4407","3865","3367","2985","2737","2410","2161","1922","1702",
"대구광역시","80~84세","2인","","16398","16122","15836","14122","12701","11805","10978","9920","9070","8189","7283","6595","5868","5240","4577","4097","3685","3303","2962","2645","2414","2160","1935","1760","1601","1455",
"대구광역시","80~84세","3인","","3973","3950","3924","3475","3154","3014","2880","2705","2569","2388","2119","1864","1615","1389","1155","959","925","841","761","688","634","609","547","497","453","413",
"대구광역시","80~84세","4인","","1033","1068","1106","1060","960","966","983","915","883","845","765","691","609","534","456","389","387","358","333","308","293","270","243","220","201","181",
"대구광역시","80~84세","5인이상","","449","496","551","534","542","599","687","725","758","804","763","510","468","434","393","363","398","385","376","364","363","396","367","345","330","313",
"대구광역시","85세이상","계","","27619","24845","22068","19545","17228","15127","13299","11618","10506","9305","8091","7470","6605","5870","5165","4264","3770","3306","2939","2576","2283","2048","1872","1708","1496","1309",
"대구광역시","85세이상","1인","","15114","13544","11975","10663","9274","7987","6913","6095","5533","4949","4237","3733","3343","3002","2684","2254","1963","1688","1466","1253","1068","995","903","823","718","631",
"대구광역시","85세이상","2인","","9438","8462","7492","6531","5784","5057","4370","3728","3315","2862","2538","2391","2119","1889","1666","1381","1220","1074","957","839","749","678","627","576","509","449",
"대구광역시","85세이상","3인","","2172","1980","1787","1581","1418","1306","1206","1067","976","882","769","738","623","529","437","328","320","290","269","247","228","190","172","155","132","111",
"대구광역시","85세이상","4인","","626","589","546","506","474","485","487","424","384","332","287","345","290","247","203","156","136","126","120","111","110","78","71","62","54","45",
"대구광역시","85세이상","5인이상","","269","270","268","264","278","292","323","304","298","280","260","263","230","203","175","145","131","128","127","126","128","107","99","92","83","73",
"대구광역시","65세이상","계","","300892","285853","270769","255869","241174","227588","214804","204697","194819","184297","175098","164815","155795","147275","140100","134889","129480","123627","116672","109904","103798","97667","91316","85021","78886","72788",
"대구광역시","65세이상","1인","","116637","109799","102950","96491","88697","80979","74491","69895","65457","60821","56980","54459","51736","49105","46795","45110","41760","39108","36313","33612","31196","29319","27233","25251","23321","21471",
"대구광역시","65세이상","2인","","135035","127832","120606","114018","107929","101357","94669","89346","84075","78986","74868","69406","65362","61493","58203","55800","53175","50659","47669","44768","42126","39433","36641","33866","31164","28465",
"대구광역시","65세이상","3인","","37377","36168","34931","33206","32139","31926","31320","30612","29819","28701","27425","26122","24216","22466","21009","19872","19996","19341","18399","17468","16607","15275","14334","13357","12394","11409",
"대구광역시","65세이상","4인","","8834","8829","8815","8546","8494","8863","9189","9219","9359","9313","9144","8701","8269","7900","7628","7477","7554","7424","7186","6946","6737","6376","6007","5616","5240","4847",
"대구광역시","65세이상","5인이상","","3009","3225","3467","3608","3915","4463","5135","5625","6109","6476","6681","6127","6212","6311","6465","6630","6995","7095","7105","7110","7132","7264","7101","6931","6767","6596",
"인천광역시","합계","계","","1271952","1252076","1232154","1202925","1171347","1138257","1111865","1089873","1074408","1056971","1038092","1019740","1000512","983575","970247","946893","926657","908734","890976","873365","855669","836575","817934","797948","777482","760610",
"인천광역시","합계","1인","","421739","405632","388927","369412","345275","315782","290464","272707","262263","250574","240328","238011","227077","216832","207562","196673","186885","176791","166582","156550","146627","138452","128867","118759","108660","99145",
"인천광역시","합계","2인","","378462","367301","356020","342440","327391","312793","301189","288705","277965","268950","260706","242037","232178","222748","214594","204714","195647","187599","179507","171697","164389","154085","145955","137461","129108","121437",
"인천광역시","합계","3인","","257910","258014","258159","254165","251760","252399","253005","251751","250083","247834","243438","241461","236620","232187","228450","221992","214577","208962","203330","197861","192238","187969","183234","178263","173261","169182",
"인천광역시","합계","4인","","171490","176568","182008","187228","193917","200223","205789","211502","215699","219301","221957","225842","230358","235515","241117","243856","249219","253380","257812","261903","265499","268494","269286","270009","270309","271636",
"인천광역시","합계","5인이상","","42351","44561","47040","49680","53004","57060","61418","65208","68398","70312","71663","72389","74279","76293","78524","79658","80329","82002","83745","85354","86916","87575","90592","93456","96144","99210",
"인천광역시","24세이하","계","","25248","24197","23140","24270","25251","23998","20759","19082","21082","20523","19992","19645","19337","19108","19176","18982","18893","19034","19668","20301","20490","20765","20386","19492","18517","17853",
"인천광역시","24세이하","1인","","20860","19709","18540","19210","19934","18742","15451","13760","15577","14867","14043","13490","13064","12694","12516","12124","12445","12275","12414","12524","12345","12526","11953","11080","10181","9465",
"인천광역시","24세이하","2인","","3074","3107","3137","3427","3550","3447","3443","3417","3499","3547","3751","3633","3861","4104","4404","4661","4529","4765","5129","5509","5784","5730","5747","5625","5473","5397",
"인천광역시","24세이하","3인","","887","931","983","1108","1197","1215","1266","1332","1427","1456","1473","1688","1631","1579","1558","1532","1385","1440","1537","1639","1710","1794","1912","1976","2025","2109",
"인천광역시","24세이하","4인","","350","369","395","425","459","475","480","458","461","522","574","703","646","593","558","517","394","405","427","454","468","534","574","600","618","652",
"인천광역시","24세이하","5인이상","","77","81","85","100","111","119","119","115","118","131","151","131","135","138","140","148","140","149","161","175","183","181","200","211","220","230",
"인천광역시","25~29세","계","","60185","60903","61620","62124","59653","53521","47922","43686","41232","39702","40164","39636","41060","43756","47209","50005","52051","52804","52251","51223","50454","51530","53673","55399","57070","57929",
"인천광역시","25~29세","1인","","41478","41393","41195","40329","37639","32538","27602","23912","22024","20716","20254","20268","20362","21088","22162","22887","24414","23960","22912","21678","20568","20755","19945","18951","17897","16640",
"인천광역시","25~29세","2인","","12671","12946","13258","13753","13558","12628","11782","11179","10546","10242","10832","10100","10828","11906","13215","14362","14900","15442","15608","15626","15723","15404","15956","16379","16777","16940",
"인천광역시","25~29세","3인","","4149","4503","4907","5489","5716","5580","5696","5708","5785","5819","6062","6262","6680","7291","8021","8655","8629","9059","9264","9376","9528","10176","11620","12988","14369","15514",
"인천광역시","25~29세","4인","","1556","1697","1855","2093","2256","2276","2289","2311","2269","2306","2375","2357","2501","2721","2987","3216","3246","3430","3526","3584","3653","4102","4854","5585","6330","6966",
"인천광역시","25~29세","5인이상","","331","364","405","460","484","499","553","576","608","619","641","649","689","750","824","885","862","913","941","959","982","1093","1298","1496","1697","1869",
"인천광역시","30~34세","계","","91829","90279","88734","83066","76140","70952","69805","71385","75643","81052","84455","88982","90643","90823","89103","87648","86646","88395","90314","93447","96000","100311","103186","104324","104894","107522",
"인천광역시","30~34세","1인","","45708","43742","41667","37432","32342","27676","24750","23485","23522","24004","24344","27279","26834","25943","24540","23256","23148","22314","21534","21028","20370","20984","19621","17922","16149","14722",
"인천광역시","30~34세","2인","","25124","24550","23965","22348","20512","19172","18894","18978","19428","20469","21357","21187","21411","21292","20722","20230","19494","19317","19180","19297","19284","18582","18034","17182","16245","15642",
"인천광역시","30~34세","3인","","14011","14459","14949","14755","14463","14699","15654","16929","18662","20421","21402","22508","23252","23620","23482","23402","22584","23372","24199","25352","26354","27214","28295","28898","29342","30355",
"인천광역시","30~34세","4인","","5835","6257","6739","6992","7167","7574","8367","9403","10876","12450","13335","14039","14983","15685","16042","16416","17219","18883","20580","22568","24436","27190","30096","32496","34702","37555",
"인천광역시","30~34세","5인이상","","1151","1271","1414","1539","1656","1831","2140","2590","3155","3708","4017","3969","4163","4283","4317","4344","4201","4509","4821","5202","5556","6341","7140","7826","8456","9248",
"인천광역시","35~39세","계","","99216","97679","96137","98564","101685","105107","110098","112316","111707","109837","108837","106206","108505","111791","115409","118221","120269","122649","122366","121791","121659","123085","124056","128253","132823","137885",
"인천광역시","35~39세","1인","","31305","30045","28721","27516","26488","25318","24830","24225","23364","22531","22041","23359","22891","22620","22369","21941","21950","21026","19629","18212","16882","14763","13709","12981","12243","11479",
"인천광역시","35~39세","2인","","21568","20903","20208","20032","19965","20010","20450","20234","19552","18643","18266","17325","16932","16670","16439","16073","15800","15266","14391","13495","12661","11538","11000","10731","10463","10197",
"인천광역시","35~39세","3인","","25170","24686","24197","24855","25773","26761","28048","28580","28025","27099","26427","25387","25778","26401","27088","27573","26790","26690","26003","25267","24634","24623","24021","24014","24036","24099",
"인천광역시","35~39세","4인","","17266","17866","18520","20812","23178","25638","28095","29654","30555","31134","31541","30281","32556","35161","37939","40485","43518","46710","48913","50963","53164","57311","59596","63479","67628","72132",
"인천광역시","35~39세","5인이상","","3907","4179","4491","5349","6281","7380","8675","9623","10211","10430","10562","9854","10348","10939","11574","12149","12211","12957","13430","13854","14318","14850","15730","17048","18453","19978",
"인천광역시","40~44세","계","","118424","122780","127149","123881","119778","115877","114998","117168","120958","125581","129692","132685","135193","134911","134921","133540","133152","132100","135889","139042","143287","145243","145747","143198","138426","132513",
"인천광역시","40~44세","1인","","27945","28389","28739","27102","25255","23182","22160","22174","22534","22977","23359","24955","23968","22471","21034","19408","17515","16432","15932","15308","14753","13406","12628","11587","10394","9165",
"인천광역시","40~44세","2인","","20531","21032","21497","20453","19246","18329","17999","17999","18242","18832","19086","19232","18477","17341","16259","15028","14165","13573","13469","13276","13162","12051","11701","11104","10350","9530",
"인천광역시","40~44세","3인","","29260","30048","30802","29375","27943","26697","26112","26221","26833","27747","28406","28198","28437","28078","27769","27183","26871","25905","25869","25670","25629","27101","27265","26857","26036","24991",
"인천광역시","40~44세","4인","","31589","33546","35619","35964","35927","35806","36290","37688","39553","41600","43896","45344","48526","50741","53053","54801","57562","58836","62301","65563","69433","72061","72822","72070","70184","67691",
"인천광역시","40~44세","5인이상","","9099","9765","10492","10987","11407","11863","12437","13086","13796","14425","14945","14956","15785","16280","16806","17120","17039","17354","18318","19225","20310","20624","21331","21580","21462","21136",
"인천광역시","45~49세","계","","128962","127647","126324","128890","132174","136131","138829","140884","141723","140610","139762","140826","136818","140155","142907","145746","147282","147699","144713","139749","132244","124693","114936","105292","96878","88965",
"인천광역시","45~49세","1인","","29327","28299","27229","27018","26903","26637","26328","25772","24840","23855","23126","23245","21460","20817","20041","19213","17631","16901","15774","14467","12950","11327","9868","8462","7193","5998",
"인천광역시","45~49세","2인","","24508","24001","23483","23916","24225","25151","25560","25356","25106","24479","23850","23281","21851","21592","21212","20804","20151","19945","19283","18371","17144","15282","13497","11762","10205","8748",
"인천광역시","45~49세","3인","","30614","30422","30234","30885","31760","33227","34358","34984","35279","35003","34576","34346","33292","34026","34603","35210","35912","35840","34950","33581","31615","29955","27244","24584","22236","20028",
"인천광역시","45~49세","4인","","34405","34719","35052","36229","37851","39116","40146","41820","43072","43716","44463","46296","46461","49129","51657","54317","56815","57841","57529","56395","54170","52206","48765","45337","42390","39598",
"인천광역시","45~49세","5인이상","","10108","10206","10326","10842","11435","12000","12437","12952","13426","13557","13747","13658","13754","14591","15394","16202","16773","17172","17177","16935","16365","15923","15562","15147","14854","14593",
"인천광역시","50~54세","계","","140775","144024","147286","146725","144280","142220","141366","139573","140234","143545","145532","148855","149213","144776","140137","130225","122502","112852","103897","96873","88005","79156","74882","71904","68969","66717",
"인천광역시","50~54세","1인","","34362","34161","33852","31137","29094","27093","25639","24470","23897","23842","23540","23436","22638","21105","19574","17375","15649","13789","12066","10600","8953","7659","6865","6207","5563","4975",
"인천광역시","50~54세","2인","","34154","34552","34914","34524","32969","31970","31594","30402","30226","30625","31029","30199","29860","28566","27273","24985","23100","20888","18840","17154","15137","12851","11659","10707","9770","8940",
"인천광역시","50~54세","3인","","36585","37744","38933","39270","38729","38880","39193","38850","39225","40385","40954","42146","42497","41490","40411","37802","35759","32874","30192","28076","25425","22817","21105","19772","18453","17317",
"인천광역시","50~54세","4인","","28913","30356","31884","33629","34863","35313","35600","36142","36787","38241","39356","41608","42354","41733","40999","38675","36990","34736","32636","31118","29011","26244","25080","24309","23544","22997",
"인천광역시","50~54세","5인이상","","6761","7211","7703","8165","8625","8964","9340","9709","10099","10452","10653","11466","11864","11882","11880","11388","11004","10565","10163","9925","9479","9585","10173","10909","11639","12488",
"인천광역시","55~59세","계","","145823","143772","141710","140967","143365","146614","148308","147783","144203","137510","127523","117792","107812","98707","91874","82146","74898","71360","68710","66002","64775","60806","57116","54003","51558","50271",
"인천광역시","55~59세","1인","","32991","31973","30938","31847","31205","30106","29224","28588","27378","25440","23055","21402","18989","16770","14942","12679","10772","9812","8983","8168","7542","6806","6177","5631","5169","4826",
"인천광역시","55~59세","2인","","43854","42892","41915","40662","40530","40775","40832","40107","39205","37847","35269","30374","27624","25107","23176","20509","18677","17396","16329","15274","14596","13571","12456","11489","10685","10129",
"인천광역시","55~59세","3인","","39141","38799","38451","37635","38637","40203","40901","40679","39642","37951","35519","33772","31160","28789","27071","24510","22222","21083","20211","19318","18851","17928","16691","15633","14769","14238",
"인천광역시","55~59세","4인","","25111","25230","25361","25627","27391","29352","30616","31249","30665","28992","26728","25425","23493","21732","20469","18586","17308","16930","16761","16551","16684","15421","14558","13830","13265","12996",
"인천광역시","55~59세","5인이상","","4726","4878","5045","5196","5602","6178","6735","7160","7313","7280","6952","6819","6546","6309","6216","5862","5919","6139","6426","6691","7102","7080","7234","7420","7670","8082",
"인천광역시","60~64세","계","","144342","145454","146576","141585","134573","125494","116694","107195","98027","89626","81411","73293","69394","66144","63928","61120","57809","54257","52089","50201","49011","47480","46336","44278","42063","40122",
"인천광역시","60~64세","1인","","41111","40408","39611","37092","34441","30769","27728","24704","21836","19295","16864","15047","13920","12933","12153","11271","10003","9151","8538","7969","7520","7198","6855","6387","5905","5460",
"인천광역시","60~64세","2인","","53181","53669","54159","53185","50584","46714","43334","39840","36705","33608","30340","25947","24321","22906","21871","20638","19448","18066","17140","16300","15691","15473","14892","14021","13108","12277",
"인천광역시","60~64세","3인","","32943","33689","34470","33383","31871","30487","28670","26732","24816","23021","21055","19561","18563","17743","17189","16477","15755","14783","14197","13693","13377","12628","12293","11716","11101","10566",
"인천광역시","60~64세","4인","","14653","15017","15407","15005","14635","14239","13513","12472","11286","10413","9847","9321","9031","8832","8753","8592","8275","7915","7756","7644","7632","7371","7273","7032","6763","6548",
"인천광역시","60~64세","5인이상","","2454","2671","2929","2920","3042","3285","3449","3447","3384","3289","3305","3417","3559","3730","3962","4142","4328","4342","4458","4595","4791","4810","5023","5122","5186","5271",
"인천광역시","65~69세","계","","121435","112883","104307","94550","86348","77032","69925","66253","63440","60582","58867","54537","51074","49146","47457","46464","45081","44315","42066","39844","38713","37170","35326","33123","30902","28323",
"인천광역시","65~69세","1인","","40554","36879","33251","29334","25850","21813","19048","17520","16338","15192","14453","12995","12126","11616","11144","10848","10129","9770","9093","8438","8037","7866","7466","6989","6512","5942",
"인천광역시","65~69세","2인","","52814","49069","45304","41718","38292","33998","30740","28864","27309","25889","24856","21933","20487","19648","18891","18422","17912","17514","16536","15574","15048","14818","13945","12935","11920","10765",
"인천광역시","65~69세","3인","","20804","19769","18690","17084","16032","14999","13954","13512","13178","12776","12555","12285","11326","10730","10207","9851","9587","9444","8977","8514","8274","7611","7205","6726","6244","5701",
"인천광역시","65~69세","4인","","5882","5713","5529","4964","4688","4605","4427","4415","4459","4462","4561","4680","4419","4294","4196","4168","4093","4096","3961","3821","3778","3376","3221","3032","2843","2626",
"인천광역시","65~69세","5인이상","","1381","1453","1533","1450","1486","1617","1756","1942","2156","2263","2442","2644","2716","2858","3019","3175","3360","3491","3499","3497","3576","3499","3489","3441","3383","3289",
"인천광역시","70~74세","계","","79451","72543","65615","62499","59543","57611","54067","50652","47974","46483","44842","43910","42742","39668","37075","35550","34218","32355","30807","28995","27135","24569","22526","20528","18656","17292",
"인천광역시","70~74세","1인","","27486","24777","22095","20818","19254","17886","16243","14909","14024","13394","12753","12622","12372","11569","10895","10549","9839","9268","8786","8238","7686","6963","6430","5909","5419","5080",
"인천광역시","70~74세","2인","","37556","34147","30737","29145","27692","26538","24583","22776","21330","20581","19732","18263","17751","16445","15342","14692","14332","13469","12744","11911","11070","10327","9375","8448","7577","6916",
"인천광역시","70~74세","3인","","10899","10163","9395","9084","9003","9206","9013","8673","8313","8152","7828","7871","7465","6729","6092","5632","5359","5051","4791","4482","4159","3713","3388","3069","2770","2545",
"인천광역시","70~74세","4인","","2614","2522","2417","2402","2445","2629","2685","2675","2630","2572","2591","2917","2826","2614","2437","2326","2189","2095","2020","1925","1821","1553","1419","1289","1165","1074",
"인천광역시","70~74세","5인이상","","896","934","971","1050","1149","1352","1543","1619","1677","1784","1938","2237","2328","2311","2309","2351","2499","2472","2466","2439","2399","2013","1914","1813","1725","1677",
"인천광역시","75~79세","계","","54387","51562","48727","45713","43757","42597","41309","39681","37005","33551","31349","30359","28059","26010","24185","22038","20030","18522","17006","15568","14442","13276","12220","11500","10860","10070",
"인천광역시","75~79세","1인","","19806","18811","17804","17007","16053","15240","14528","13878","12945","11738","10960","10410","9788","9249","8789","8222","7301","6744","6188","5665","5252","4722","4293","3988","3717","3390",
"인천광역시","75~79세","2인","","25324","23802","22284","20432","19382","18681","17939","17013","15603","14019","13145","12382","11411","10539","9761","8862","8090","7425","6757","6121","5611","5314","4886","4593","4331","4007",
"인천광역시","75~79세","3인","","6953","6616","6275","5956","5849","5918","5859","5662","5306","4737","4279","4411","3932","3493","3080","2625","2366","2184","2002","1826","1686","1554","1437","1362","1293","1207",
"인천광역시","75~79세","4인","","1623","1606","1586","1539","1596","1721","1789","1807","1770","1700","1622","1718","1558","1413","1280","1130","1001","935","868","803","755","688","640","605","573","537",
"인천광역시","75~79세","5인이상","","681","727","778","779","877","1037","1194","1321","1381","1357","1343","1438","1370","1316","1275","1199","1272","1234","1191","1153","1138","998","964","952","946","929",
"인천광역시","80~84세","계","","36569","35309","34047","31379","28150","26269","24580","22399","20569","18759","16939","15249","13875","12532","11361","10450","9531","8604","7893","7444","6965","6302","5602","4923","4387","3889",
"인천광역시","80~84세","1인","","15498","15000","14497","13673","12129","11182","10319","9432","8704","7950","7238","6087","5654","5234","4890","4679","4119","3653","3289","3034","2765","2554","2243","1943","1704","1483",
"인천광역시","80~84세","2인","","15310","14646","13978","12560","11288","10397","9614","8611","7741","7046","6354","5555","5049","4552","4114","3774","3553","3213","2952","2789","2616","2380","2125","1875","1680","1500",
"인천광역시","80~84세","3인","","4225","4087","3949","3574","3212","3086","2968","2701","2522","2269","1987","2048","1787","1532","1296","1085","946","864","802","765","724","633","564","497","443","392",
"인천광역시","80~84세","4인","","1048","1052","1057","1012","963","978","984","930","876","815","726","770","677","587","503","431","411","383","362","354","344","323","288","255","229","202",
"인천광역시","80~84세","5인이상","","488","524","566","560","558","626","695","725","726","679","634","789","708","627","558","481","502","491","488","502","516","412","382","353","331","312",
"인천광역시","85세이상","계","","25306","23044","20782","18712","16650","14834","13205","11816","10611","9610","8727","7765","6787","6048","5505","4758","4295","3788","3307","2885","2489","2189","1942","1731","1479","1259",
"인천광역시","85세이상","1인","","13308","12046","10788","9897","8688","7600","6614","5878","5280","4773","4298","3416","3011","2723","2513","2221","1970","1696","1444","1221","1004","923","814","722","614","520",
"인천광역시","85세이상","2인","","8793","7985","7181","6285","5598","4983","4425","3929","3473","3123","2839","2626","2315","2080","1915","1674","1496","1320","1149","1000","862","764","682","610","524","449",
"인천광역시","85세이상","3인","","2269","2098","1924","1712","1575","1441","1313","1188","1070","998","915","978","820","686","583","455","412","373","336","302","272","222","194","171","144","120",
"인천광역시","85세이상","4인","","645","618","587","535","498","501","508","478","440","378","342","383","327","280","244","196","198","185","172","160","150","114","100","90","75","62",
"인천광역시","85세이상","5인이상","","291","297","302","283","291","309","345","343","348","338","333","362","314","279","250","212","219","214","206","202","201","166","152","138","122","108",
"인천광역시","65세이상","계","","317148","295341","273478","252853","234448","218343","203086","190801","179599","168985","160724","151820","142537","133404","125583","119260","113155","107584","101079","94736","89744","83506","77616","71805","66284","60833",
"인천광역시","65세이상","1인","","116652","107513","98435","90729","81974","73721","66752","61617","57291","53047","49702","45530","42951","40391","38231","36519","33358","31131","28800","26596","24744","23028","21246","19551","17966","16415",
"인천광역시","65세이상","2인","","139797","129649","119484","110140","102252","94597","87301","81193","75456","70658","66926","60759","57013","53264","50023","47424","45383","42941","40138","37395","35207","33603","31013","28461","26032","23637",
"인천광역시","65세이상","3인","","45150","42733","40233","37410","35671","34650","33107","31736","30389","28932","27564","27593","25330","23170","21258","19648","18670","17916","16908","15889","15115","13733","12788","11825","10894","9965",
"인천광역시","65세이상","4인","","11812","11511","11176","10452","10190","10434","10393","10305","10175","9927","9842","10468","9807","9188","8660","8251","7892","7694","7383","7063","6848","6054","5668","5271","4885","4501",
"인천광역시","65세이상","5인이상","","3737","3935","4150","4122","4361","4941","5533","5950","6288","6421","6690","7470","7436","7391","7411","7418","7852","7902","7850","7793","7830","7088","6901","6697","6507","6315",
"광주광역시","합계","계","","634187","630151","626103","620705","610125","595162","584240","577610","573582","568629","564134","554822","544990","536325","529498","517232","506243","496583","487022","477506","467830","458102","448556","438243","427646","418812",
"광주광역시","합계","1인","","238840","232801","226372","218408","206165","190053","179739","173540","169311","164635","160996","149339","142774","136611","130952","124371","112848","106858","101049","95277","89554","82887","77524","72045","66728","61773",
"광주광역시","합계","2인","","181620","177920","174194","170881","165784","160582","154799","148967","144135","139589","135941","128574","124377","120416","117063","112763","108833","104834","100847","96929","93129","90597","86189","81745","77439","73574",
"광주광역시","합계","3인","","111855","112994","114167","114350","114917","116462","117262","117027","116831","116134","115120","115008","112746","110669","109024","106003","104716","102236","99673","97244","94740","91904","89644","87329","84999","83001",
"광주광역시","합계","4인","","80806","83964","87337","91155","95117","97632","99441","102649","105454","108297","110772","116901","118951","121223","123668","124618","127006","128732","130448","132021","133394","134097","134476","134466","134018","133875",
"광주광역시","합계","5인이상","","21066","22472","24033","25911","28142","30433","32999","35427","37851","39974","41305","45000","46142","47406","48791","49477","52840","53923","55005","56035","57013","58617","60723","62658","64462","66589",
"광주광역시","24세이하","계","","20140","21410","22683","23550","24642","24207","22495","21692","21333","20792","20692","20769","20601","20562","20850","21423","20751","20793","21421","22193","22746","22882","22706","22311","21970","22145",
"광주광역시","24세이하","1인","","17511","18431","19317","19811","20583","20137","18517","17607","17255","16614","16200","15564","15060","14654","14479","14454","13662","13398","13488","13659","13664","13945","13479","12870","12291","11975",
"광주광역시","24세이하","2인","","1942","2176","2430","2702","2917","2843","2705","2751","2716","2758","2956","3598","3915","4263","4681","5203","5438","5660","6049","6486","6879","6679","6752","6772","6807","7013",
"광주광역시","24세이하","3인","","493","576","670","719","804","869","905","952","953","968","1068","1120","1138","1160","1200","1266","1227","1298","1414","1544","1667","1732","1890","2028","2172","2380",
"광주광역시","24세이하","4인","","166","193","227","266","286","306","309","317","334","361","375","369","355","346","345","346","326","336","356","382","406","393","436","479","522","579",
"광주광역시","24세이하","5인이상","","28","34","39","52","52","52","59","65","75","91","93","118","133","139","145","154","98","101","114","122","130","133","149","162","178","198",
"광주광역시","25~29세","계","","37508","37766","38023","38691","36911","33161","30286","28099","27075","27032","28444","28201","29224","30884","32767","33912","35276","35430","34852","33871","33223","33257","33836","34471","35583","36002",
"광주광역시","25~29세","1인","","28228","28034","27775","27731","25852","22441","20048","18385","17673","17606","18316","16879","16954","17370","17887","17960","17544","17076","16265","15277","14458","13853","13161","12488","11955","11197",
"광주광역시","25~29세","2인","","6464","6661","6882","7188","7101","6757","6226","5737","5415","5299","5674","6264","6798","7503","8287","8904","9896","10110","10115","10001","9982","10158","10214","10284","10488","10491",
"광주광역시","25~29세","3인","","1985","2155","2352","2624","2696","2665","2723","2687","2664","2742","2933","3357","3648","4019","4420","4730","5192","5459","5608","5684","5808","6077","6769","7474","8302","8962",
"광주광역시","25~29세","4인","","697","763","842","963","1045","1058","1056","1041","1055","1090","1190","1374","1470","1596","1737","1842","2046","2154","2216","2247","2298","2474","2882","3300","3779","4180",
"광주광역시","25~29세","5인이상","","134","153","172","185","217","240","233","249","268","295","331","327","354","396","436","476","598","631","648","662","677","695","810","925","1059","1172",
"광주광역시","30~34세","계","","45580","44044","42514","40999","38639","36833","36779","38539","41789","45195","47562","50438","51064","50796","50160","49182","48301","49238","50474","51805","52585","54577","55845","56369","56103","55755",
"광주광역시","30~34세","1인","","26243","24690","23104","21502","19182","17270","16318","16445","17355","18325","18882","17854","17408","16653","15774","14817","12936","12437","12016","11620","11105","9959","9211","8354","7413","6518",
"광주광역시","30~34세","2인","","10181","9857","9532","9241","8895","8512","8364","8490","8904","9535","10133","10809","10868","10744","10541","10280","10236","10089","10004","9939","9770","9630","9237","8733","8123","7540",
"광주광역시","30~34세","3인","","5985","6107","6237","6311","6326","6446","6899","7595","8408","9111","9728","11415","11749","11879","11927","11896","12067","12470","12949","13451","13806","14332","14706","14883","14849","14791",
"광주광역시","30~34세","4인","","2661","2826","3014","3279","3466","3700","4136","4735","5563","6392","6848","8231","8767","9150","9458","9691","10308","11296","12346","13422","14350","16208","17744","19026","20007","20886",
"광주광역시","30~34세","5인이상","","510","564","627","666","770","905","1062","1274","1559","1832","1971","2129","2272","2370","2460","2498","2754","2946","3159","3373","3554","4448","4947","5373","5711","6020",
"광주광역시","35~39세","계","","45282","45487","45697","49267","52233","54331","56581","57704","57672","57847","58883","57873","59047","60733","62156","62687","63503","64043","64058","63702","63352","62794","62106","62288","62223","61969",
"광주광역시","35~39세","1인","","16906","16490","16017","16333","16312","15732","15501","15318","15050","14819","14788","12527","12233","12044","11777","11356","10027","9419","8744","8035","7357","6574","5961","5450","4938","4421",
"광주광역시","35~39세","2인","","8234","8166","8088","8406","8717","8935","9109","9115","8890","8801","8797","8022","7828","7696","7527","7255","6878","6514","6103","5669","5253","4921","4586","4320","4045","3766",
"광주광역시","35~39세","3인","","9875","9909","9943","10855","11575","12271","12742","12714","12484","12361","12492","12723","12811","13002","13134","13083","12360","12113","11775","11380","10998","10593","10086","9729","9342","8939",
"광주광역시","35~39세","4인","","8394","8859","9368","10871","12325","13558","14731","15550","15892","16237","16975","18539","19740","21109","22399","23362","25129","26484","27606","28537","29430","29575","30029","30874","31572","32150",
"광주광역시","35~39세","5인이상","","1873","2063","2281","2802","3304","3835","4498","5007","5356","5629","5831","6062","6435","6882","7319","7631","9109","9513","9830","10081","10314","11131","11444","11915","12326","12693",
"광주광역시","40~44세","계","","56416","59589","62773","62608","61729","60928","61166","63245","66013","68898","71764","73267","74021","73487","73023","71840","70291","67790","67466","66899","67014","67708","67890","66365","63983","61422",
